,Company,Product,Inches,Cpu,Ram,Weight,Price_euros
1088,HP,Chromebook 13,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,1.29kg,615.0
1089,Acer,Aspire ES1-523,15.6,AMD A8-Series 7410 2.2GHz,4GB,2.4kg,387.0
1090,Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3700 1.6GHz,4GB,2.2kg,393.49
1091,HP,250 G6,15.6,Intel Core i3 6006U 2GHz,4GB,1.86kg,345.99
1092,Asus,Rog GL702VM-GC354T,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,2.7kg,1599.0
1093,Dell,Inspiron 5370,13.3,Intel Core i5 8250U 1.6GHz,4GB,1.4kg,818.35
1094,HP,Elitebook 820,12.5,Intel Core i5 6200U 2.3GHz,4GB,2.4kg,1599.0
1095,Acer,Aspire F5-573G,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.4kg,799.0
1096,Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.36kg,638.8
1097,MSI,GS70 Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,1599.0
1098,HP,250 G5,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,1.96kg,500.0
1099,Asus,G752VY-GC162T ,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.3kg,2299.0
1100,Dell,Latitude E5270,12.5,Intel Core i3 6100U 2.3GHz,4GB,1.5kg,1135.15
1101,Dell,Latitude E5270,12.5,Intel Core i3 6100U 2.3GHz,4GB,1.5kg,1166.97
1102,Acer,Chromebook 15,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4GB,2.20kg,209.0
1103,HP,ZBook 17,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,3.0kg,2899.0
1104,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.4kg,1199.0
1105,Dell,Latitude E5270,12.5,Intel Core i5 6200U 2.3GHz,8GB,1.5kg,1413.1
1106,MSI,GE72 Apache,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,2.9kg,1511.19
1107,Lenovo,Yoga 500-15ISK,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,867.0
1108,HP,15-bw011nv ,15.6,AMD A6-Series 9220 2.5GHz,4GB,2.1kg,398.0
1109,Asus,Rog GL552VW-CN470T,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.59kg,1339.0
1110,HP,EliteBook 1030,13.3,Intel Core M 6Y54 1.1GHz,8GB,1.16kg,1699.0
1111,Dell,Vostro 3559,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.24kg,769.15
1112,Lenovo,V110-15ISK ,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.1kg,429.0
1113,HP,Spectre Pro,13.3,Intel Core i7 6500U 2.5GHz,8GB,1.16kg,1969.0
1114,Lenovo,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,0.69kg,549.0
1115,Dell,XPS 13,13.3,Intel Core i7 7560U 2.4GHz,8GB,1.23kg,1379.0
1116,Lenovo,IdeaPad Y900-17ISK,17.3,Intel Core i7 6820HK 2.7GHz,16GB,4.6kg,2749.99
1117,Razer,Blade Stealth,12.5,Intel Core i7 6500U 2.5GHz,8GB,1.25kg,1029.0
1118,Toshiba,Portege X30-D-10K,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.05kg,2226.0
1119,Asus,Rog GL752VW-T4308T,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,3.52kg,1312.49
1120,Vero,V131 ,13.3,Intel Atom X5-Z8350 1.44GHz,4GB,1.35kg,196.0
1121,HP,Spectre Pro,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.16kg,1690.0
1122,HP,EliteBook 1040,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.43kg,1513.0
1123,Dell,Latitude E5570,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.09kg,523.63
1124,Asus,VivoBook Max,15.6,Intel Core i3 7100U 2.4GHz,4GB,2kg,435.0
1125,Lenovo,ThinkPad Yoga,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.8kg,1669.0
1126,Lenovo,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,0.69kg,479.0
1127,HP,EliteBook 820,12.5,Intel Core i5 6300U 2.4GHz,8GB,1.26kg,1895.0
1128,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,989.0
1129,HP,Omen -,17.3,Intel Core i5 6300HQ 2.3GHz,8GB,3.35kg,1129.0
1130,HP,15-bs078cl ,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.04kg,629.0
1131,Lenovo,ThinkPad P40,14.0,Intel Core i7 6600U 2.6GHz,8GB,1.8kg,2050.38
1132,Asus,L403NA-GA013TS ,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.5kg,278.0
1133,HP,250 G6,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.84kg,752.0
1134,Acer,Aspire E5-576G,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.23kg,616.0
1135,Lenovo,IdeaPad 500-15ISK,15.6,Intel Core i7 6500U 2.5GHz,16GB,2.5kg,1099.0
1136,HP,ZBook 17,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,3kg,3949.4
1137,Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.5kg,784.0
1138,MSI,GT72S Dominator,17.3,Intel Core i7 6820HQ 2.7GHz,16GB,3.78kg,2399.0
1139,HP,EliteBook 850,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.88kg,2171.72
1140,Lenovo,ThinkPad X1,14.0,Intel Core i7 6600U 2.6GHz,16GB,2.8kg,2440.0
1141,MSI,GP62M 7RDX,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.4kg,1142.8
1142,HP,Spectre Pro,13.3,Intel Core i5 6300U 2.4GHz,8GB,1.48kg,1629.0
1143,HP,ZBook 15,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.59kg,2229.0
1144,HP,Spectre Pro,13.3,Intel Core i7 6600U 2.6GHz,8GB,1.48kg,1799.0
1145,HP,ZBook Studio,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.0kg,1899.0
1146,HP,EliteBook 820,12.5,Intel Core i7 6500U 2.50GHz,8GB,1.26kg,2296.95
1147,Dell,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.18kg,1009.9
1148,HP,EliteBook 850,15.6,Intel Core i5 6200U 2.3GHz,8GB,1.88kg,1579.0
1149,Lenovo,ThinkPad X1,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.27kg,2339.0
1150,Lenovo,V110-15ISK ,15.6,Intel Core i3 6006U 2.0GHz,4GB,1.9kg,339.0
1151,HP,15-BA015wm ,15.6,AMD E-Series 7110 1.8GHz,4GB,1.86kg,297.0
1152,Lenovo,B51-80 ,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.32kg,599.0
1153,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,1199.0
1154,Dell,XPS 15,15.6,Intel Core i5 6300HQ 2.3GHz,8GB,2.04kg,2250.68
1155,HP,15-bw002nv ,15.6,AMD A6-Series A6-9220 2.5GHz,4GB,1.91kg,478.89
1156,MSI,GP72M 7REX,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.7kg,1492.8
1157,Lenovo,ThinkPad T460s,14.0,Intel Core i7 6600U 2.6GHz,12GB,1.4kg,2299.0
1158,Lenovo,B51-80 ,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.5kg,788.49
1159,HP,Spectre Pro,13.3,Intel Core i7 6600U 2.6GHz,8GB,1.48kg,2041.0
1160,Lenovo,ThinkPad T460,14.0,Intel Core i7 6600U 2.6GHz,8GB,1.7kg,1499.0
1161,MSI,GS40 Phantom,14.0,Intel Core i7 6700HQ 2.6GHz,16GB,1.7kg,1769.0
1162,HP,Pavilion 15-cb003nv,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,899.0
1163,Lenovo,IdeaPad 310-15ISK,15.6,Intel Core i3 6006U 2.0GHz,8GB,2.2kg,459.0
1164,HP,250 G4,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,476.99
1165,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,1498.0
1166,Lenovo,ThinkPad T570,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.95kg,1390.0
1167,Lenovo,320-15ISK ,15.6,Intel Core i3 6006U 2GHz,4GB,2.2kg,468.0
1168,HP,Stream 14-AX000nv,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.44kg,249.0
1169,MSI,PL60 7RD,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,839.0
1170,HP,250 G5,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.96kg,679.0
1171,HP,ProBook 450,15.6,Intel Core i7 8550U 1.8GHz,16GB,2.1kg,1159.0
1172,Asus,X553SA-XX021T ,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369.0
1173,Lenovo,V110-15ISK ,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,398.0
1174,Lenovo,IdeaPad 510-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,709.0
1175,Asus,UX410UA-GV097T ,14.0,Intel Core i3 7100U 2.4GHz,4GB,2kg,769.0
1176,Lenovo,B51-80 ,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.32kg,825.0
1177,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,3.31kg,1305.0
1178,MSI,GS60 Ghost,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,1.91kg,2153.37
1179,HP,ProBook 450,15.6,Intel Core i3 6100U 2.3GHz,4GB,2.07kg,650.0
1180,Lenovo,ThinkPad X1,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.36kg,1637.0
1181,Lenovo,IdeaPad 310-15IKB,15.6,Intel Core i7 7500U 2.7GHz,6GB,1.54kg,831.0
1182,Dell,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.98kg,895.01
1183,Acer,Aspire 3,15.6,Intel Celeron Dual Core N3350 2GHz,4GB,2.1kg,333.0
1184,HP,Pavilion 15-BC000nv,15.6,Intel Core i7 6700HQ 2.6GHz,6GB,2.18kg,799.0
1185,Asus,Rog GL552VW-DM201T,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.591kg,909.0
1186,Dell,Inspiron 5578,15.6,Intel Core i7 7500U 2.7GHz,16GB,2.09kg,1179.0
1187,Acer,Aspire E5-576G,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.23kg,691.0
1188,Dell,XPS 13,13.3,Intel Core i5 6300U 2.4GHz,8GB,1.23kg,1099.0
1189,Acer,Predator G9-793,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.2kg,2599.0
1190,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,819.0
1191,Samsung,Chromebook Plus,12.3,Samsung Cortex A72&A53 2.0GHz,4GB,1.15kg,659.0
1192,HP,250 G6,15.6,Intel Core i5 7200U 2.5GHz,4GB,1.86kg,485.0
1193,Apple,"MacBook 12""",12.0,Intel Core M 1.1GHz,8GB,0.920kg,1163.0
1194,Dell,Inspiron 7378,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.6kg,1199.0
1195,HP,Pavilion Power,15.6,Intel Core i7 7700HQ 2.8GHz,12GB,2.21kg,1327.0
1196,Lenovo,V110-15ISK ,15.6,Intel Core i3 6006U 2GHz,4GB,1.9kg,368.0
1197,Asus,Rog G752VY-GC229T,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.3kg,2150.0
1198,Acer,Aspire 3,15.6,Intel Celeron Dual Core N3350 2GHz,4GB,2.1kg,272.0
1199,MSI,GS73VR 7RF,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.43kg,2048.9
1200,Dell,Inspiron 5567,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.3kg,499.0
1201,Lenovo,IdeaPad 310-15ISK,15.6,Intel Core i7 6500U 2.5GHz,8GB,2.2kg,629.0
1202,Dell,Inspiron 5579,15.6,Intel Core i7 8550U 1.8GHz,16GB,2kg,1285.0
1203,Dell,XPS 13,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.2kg,2680.0
1204,Asus,FX502VM-DM105T ,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.2kg,1169.0
1205,Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.36kg,889.0
1206,HP,15-bs025nv ,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.91kg,579.0
1207,Lenovo,IdeaPad 320-15AST,15.6,AMD E-Series 9000 2.2GHz,4GB,2.2kg,299.0
1208,Acer,Aspire E5-774G,17.3,Intel Core i3 6006U 2.0GHz,8GB,3.3kg,629.0
1209,Asus,Rog Strix,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.2kg,2449.0
1210,Apple,"MacBook 12""",12.0,Intel Core M 1.2GHz,8GB,0.920kg,1279.0
1211,Asus,FX502VM-AS73 ,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.2kg,1749.0
1212,MSI,GS73VR Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,2.43kg,1948.99
1213,Dell,Inspiron 7579,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.191kg,999.0
1214,Asus,ROG Strix,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.9kg,1949.0
1215,Acer,C740-C9QX ,11.6,Intel Celeron Dual Core 3205U 1.5GHz,2GB,1.3kg,174.0
1216,Acer,E5 774G,17.3,Intel Core i3 6006U 2GHz,4GB,3.3kg,598.0
1217,Lenovo,IdeaPad 320-17IKB,17.3,Intel Core i5 7200U 2.5GHz,8GB,2.8kg,539.0
1218,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,1272.0
1219,Acer,SP714-51 ,14.0,Intel Core i7 7Y75 1.3GHz,8GB,1.2kg,1149.0
1220,Lenovo,Thinkpad T560,15.6,Intel Core i7 6600U 2.6GHz,8GB,2.3kg,1529.0
1221,MSI,GP62MVR 6RF,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.2kg,1476.11
1222,HP,15-bw009nv ,15.6,AMD A12-Series 9720P 2.7GHz,6GB,2.1kg,529.0
1223,Dell,Latitude E7270,12.5,Intel Core i5 6300U 2.4GHz,8GB,1.26kg,1713.37
1224,Dell,Inspiron 5578,15.0,Intel Core i3 7100U 2.4GHz,4GB,2.08kg,509.0
1225,Asus,X540SA-RBPDN09 ,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,2.65kg,309.0
1226,Dell,XPS 13,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.29kg,1477.0
1227,Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.18kg,521.86
1228,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.6kg,1029.0
1229,MSI,GL62M 7RDX,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.2kg,1149.0
1230,Lenovo,ThinkPad Yoga,12.5,Intel Core i7 6500U 2.50GHz,16GB,1.3kg,1650.0
1231,Razer,Blade Pro,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,1.95kg,3499.0
1232,Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,8GB,2.3kg,469.01
1233,MSI,GE72VR Apache,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.7kg,1598.0
1234,Apple,MacBook Air,11.6,Intel Core i5 1.6GHz,4GB,1.08kg,959.0
1235,HP,15-bs023nv ,15.6,Intel Core i3 6006U 2GHz,4GB,2.1kg,478.0
1236,HP,EliteBook 840,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.54kg,2198.19
1237,Dell,Vostro 3559,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.24kg,737.0
1238,MSI,GL62 6QF,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.3kg,1169.0
1239,Lenovo,ThinkPad 13,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.4kg,1499.0
1240,Lenovo,IdeaPad 320-15ABR,15.6,AMD A12-Series 9720P 3.6GHz,6GB,2.2kg,597.57
1241,Asus,ZenBook UX310UA-WB71,13.3,Intel Core i7 6500U 2.5GHz,8GB,1.45kg,1280.0
1242,Acer,Aspire ES1-572,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.4kg,361.8
1243,Dell,Inspiron 7779,17.3,Intel Core i7 7500U 2.7GHz,16GB,2.77kg,1799.0
1244,HP,EliteBook 840,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.54kg,1099.99
1245,Asus,Rog GL553VE-FY052T,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.5kg,1600.0
1246,Dell,Latitude 5480,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.6kg,875.0
1247,Asus,Rog GL502VS,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.34kg,2325.0
1248,Lenovo,V510-15IKB ,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.3kg,573.0
1249,Dell,XPS 13,13.3,Intel Core i5 7Y54 1.2GHz,8GB,1.24kg,1813.0
1250,Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,2.2kg,324.0
1251,HP,255 G6,15.6,AMD A6-Series 9220 2.5GHz,4GB,1.86kg,399.0
1252,Lenovo,IdeaPad 310-15ISK,15.6,Intel Core i3 6100U 2.3GHz,6GB,2.4kg,569.0
1253,Lenovo,ThinkPad L460,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.9kg,1072.0
1254,Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3700 1.6GHz,4GB,2.2kg,443.99
1255,Asus,X541NA-GO020T ,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,2kg,339.0
1256,Asus,Rog G752VT-GC073T,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.0kg,1900.0
1257,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2GHz,4GB,2.29kg,490.0
1258,Lenovo,B51-80 ,15.6,Intel Core i7 6500U 2.5GHz,8GB,2.32kg,895.0
1259,MSI,GE62 Apache,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.4kg,1229.0
1260,Lenovo,Yoga 500-14IBD,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.8kg,833.01
1261,Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729.0
1262,Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459.0
1263,Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289.0
1264,Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379.0
1265,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899.0
1266,HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
1267,Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
1268,HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209.0
1269,Asus,X556UJ-XO044T ,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
1270,Lenovo,Yoga 500-14ISK,14.0,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638.0
1271,Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499.0
1272,Lenovo,IdeaPad 100S-14IBR,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229.0
1273,HP,15-AC110nv ,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764.0
1274,Asus,X553SA-XX031T ,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369.0
1275,Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729.0
1276,Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459.0
1277,Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289.0
1278,Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379.0
1279,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899.0
1280,HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
1281,Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
1282,HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209.0
1283,Asus,X556UJ-XO044T ,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
1284,Lenovo,Yoga 500-14ISK,14.0,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638.0
1285,Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499.0
1286,Lenovo,IdeaPad 100S-14IBR,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229.0
1287,HP,15-AC110nv ,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764.0
1288,Asus,X553SA-XX031T ,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369.0
1289,Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729.0
1290,Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459.0
1291,Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289.0
1292,Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379.0
1293,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899.0
1294,HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
1295,Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
1296,HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209.0
1297,Asus,X556UJ-XO044T ,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
1298,Lenovo,Yoga 500-14ISK,14.0,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638.0
1299,Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499.0
1300,Lenovo,IdeaPad 100S-14IBR,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229.0
1301,HP,15-AC110nv ,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764.0
1302,Asus,X553SA-XX031T ,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369.0
